Gamma_IG3PS,Gamma_TPI,Gamma_PHETRA,Gamma_ALATA_L,sigma_km_product2_AKGMAL,sigma_km_product2_ALCD26xi,sigma_km_product1_CHORS,sigma_km_product2_GF6PTA,sigma_km_substrate1_GLUDy,sigma_km_product2_GLUDy,sigma_km_product2_HSTPT,sigma_km_product1_ICDHxm,sigma_km_substrate2_ICDHxm,sigma_km_substrate18_LMPD_s_0450_c_1_256,sigma_km_substrate2_MALS,sigma_km_product2_PRFGS,sigma_km_product2_SUCFUMtm
1.7e-24,0.898605347,131.1201895,0.835494255,0.78507199,0.730732729,0.387682052,0.322313255,0.73972294,0.859070907,0.884700607,0.763530281,0.491363764,0.855296046,0.142651524,0.554925578,0.767471484
1.7e-24,0.898605347,131.1201895,0.835494255,0.489514333,0.683982228,0.930582543,0.200582169,0.812468303,0.758704605,0.778818254,0.115188029,0.653610347,0.103782899,0.409806619,0.022861322,0.889451117
6.19e-24,0.674245354,154.5159073,0.331779288,0.221426563,0.735915102,0.112447054,0.480764841,0.948238757,0.897308833,0.704355766,0.988859285,0.73937104,0.916846469,0.574328065,0.173086177,0.974612635
1.13e-22,0.579390992,498.3899372,0.161445099,0.843111718,0.984475402,0.125690696,0.999053302,0.323766424,0.183637847,0.39293488,0.621577207,0.570108065,0.82936904,0.476945349,0.735173698,0.559964776
9.91e-23,0.566747316,535.2956698,0.184019478,0.673394756,0.324892398,0.002530528,0.589346662,0.720895597,0.310274522,0.951359824,0.887131366,0.924196422,0.735741945,0.757495959,0.931907999,0.186008178
1.7e-24,0.898605347,131.1201895,0.835494255,0.828098842,0.180069941,0.891623725,0.106414993,0.606142881,0.763718778,0.685988169,0.512115665,0.068595826,0.795895808,0.540659985,0.560658598,0.292600954
7.94e-25,0.886637848,130.0549841,0.917827364,0.676952367,0.241764598,0.021954198,0.893280381,0.121741235,0.673691904,0.289762754,0.306748916,0.78711111,0.504110145,0.479672085,0.05848247,0.376816206
9.77e-23,0.54652441,488.590513,0.206287538,0.489514333,0.683982228,0.930641208,0.200582169,0.812468303,0.758704605,0.778818273,0.115188029,0.653610347,0.103782899,0.409806619,0.022861322,0.889451117
7.94e-25,0.886637848,130.0549841,0.917827364,0.642658852,0.088514821,0.54323941,0.677097038,0.47966121,0.722094325,0.033745279,0.136375107,0.05805751,0.384241199,0.478730131,0.809387596,0.495400875
8.18e-24,0.445421964,228.4909627,0.278383448,0.881661873,0.961619271,0.289439958,0.966304419,0.831563324,0.860052616,0.688966833,0.246510893,0.836620935,0.6730123,0.073106663,0.681902062,0.778602325
8.18e-24,0.445421964,228.4909627,0.278383448,0.40398185,0.884627649,0.995140958,0.141482036,0.044785225,0.263089935,0.762902592,0.180442344,0.556866632,0.606905338,0.885426273,0.100941386,0.408419421
7.94e-25,0.886637848,130.0549841,0.917827364,0.50392314,0.065618302,0.253554853,0.202599104,0.980734583,0.289478813,0.72921121,0.722721585,0.164827688,0.100801887,0.892417189,0.644120225,0.402392149
7.94e-25,0.886637848,130.0549841,0.917827364,0.78507199,0.730732729,0.387681868,0.322313255,0.73972294,0.859070907,0.884700621,0.763530281,0.491363764,0.855296045,0.142651524,0.554925578,0.767471484
1.7e-24,0.898605347,131.1201895,0.835494255,0.865440275,0.007155327,0.809620328,0.643782663,0.962750063,0.747723737,0.008977842,0.378830821,0.011080675,0.195080259,0.784027659,0.509362663,0.678217859
7.94e-25,0.886637848,130.0549841,0.917827364,0.85848724,0.655341382,0.948338918,0.360949079,0.240397738,0.447359081,0.506852566,0.170877377,0.057387167,0.662368042,0.760455837,0.722076927,0.650368838
1.7e-24,0.898605347,131.1201895,0.835494255,0.879432161,0.838423845,0.120734203,0.373343716,0.959931637,0.043445009,0.543933871,0.43851449,0.07365367,0.230142379,0.956984916,0.520655003,0.522766082
1.7e-24,0.898605347,131.1201895,0.835494255,0.85848724,0.655341382,0.948292631,0.360949079,0.240397738,0.447359081,0.506852585,0.170877377,0.057387167,0.662368042,0.760455837,0.722076927,0.650368838
7.94e-25,0.886637848,130.0549841,0.917827364,0.474361306,0.293925958,0.115068785,0.18191326,0.052790024,0.854995106,0.09879373,0.684895453,0.188471482,0.112082227,0.36828222,0.452530245,0.095050468
9.91e-23,0.566747316,535.2956698,0.184019478,0.300923131,0.504087782,0.202969561,0.115010706,0.572314258,0.107843355,0.028163632,0.502294147,0.397237714,0.186371628,0.26448294,0.823662123,0.717098089
8.18e-24,0.445421964,228.4909627,0.278383448,0.980831437,0.93069211,0.116060756,0.022348351,0.575509203,0.230992474,0.870742032,0.770054873,0.688254694,0.868634439,0.665581921,0.115895376,0.862622323
7.94e-25,0.886637848,130.0549841,0.917827364,0.395388425,0.21409254,0.811664484,0.959711531,0.029505522,0.437689576,0.766989659,0.73777448,0.293334303,0.764894704,0.578754083,0.487247859,0.656534891
1.7e-24,0.898605347,131.1201895,0.835494255,0.080518015,0.416601186,0.836548662,0.311841634,0.393527192,0.825773452,0.254370668,0.602146469,0.02279411,0.414682795,0.34144713,0.7258384,0.135044348
1.7e-24,0.898605347,131.1201895,0.835494255,0.41642612,0.390511162,0.208879592,0.294720633,0.801338911,0.472131346,0.806510628,0.774171244,0.103835957,0.903721622,0.811686425,0.804859776,0.196708397
1.13e-22,0.579390992,498.3899372,0.161445099,0.300923131,0.504087782,0.202969576,0.115010706,0.572314258,0.107843355,0.028163632,0.502294147,0.397237714,0.186371628,0.26448294,0.823662123,0.717098089
6.19e-24,0.674245354,154.5159073,0.331779288,0.449110654,0.532286564,0.022466474,0.384169999,0.451004652,0.142563487,0.034366994,0.27573028,0.492193301,0.095794249,0.160810398,0.434102784,0.29426899
7.94e-25,0.886637848,130.0549841,0.917827364,0.005699507,0.542184556,0.242574563,0.774278902,0.887871176,0.947644323,0.380573187,0.357961925,0.290054512,0.407625827,0.964753271,0.447016579,0.330687775
7.94e-25,0.886637848,130.0549841,0.917827364,0.300923131,0.504087782,0.202969597,0.115010706,0.572314258,0.107843355,0.028163632,0.502294147,0.397237714,0.186371628,0.26448294,0.823662123,0.717098089
7.94e-25,0.886637848,130.0549841,0.917827364,0.745172026,0.335966379,0.718637608,0.199910093,0.756689068,0.566204773,0.942301982,0.03359533,0.733160765,0.67151926,0.662465415,0.357596409,0.185747333
7.94e-25,0.886637848,130.0549841,0.917827364,0.711937939,0.82002657,0.81455902,0.840761366,0.792437551,0.764854839,0.642263535,0.009157098,0.679776485,0.261153537,0.325528686,0.144506844,0.825408379
7.94e-25,0.886637848,130.0549841,0.917827364,0.554810299,0.067229604,0.858745583,0.247810525,0.463392052,0.649385384,0.736226016,0.224003419,0.633809305,0.798263461,0.011695879,0.152342724,0.382974036
7.94e-25,0.886637848,130.0549841,0.917827364,0.610487943,0.234088939,0.027934047,0.432831132,0.895963965,0.010513846,0.151975318,0.211859634,0.747164365,0.547146367,0.786237363,0.730377511,0.363515067
2.25e-24,0.673232482,192.73754,0.398161301,0.427736447,0.713211822,0.645401823,0.611075971,0.033375883,0.587024691,0.225057006,0.506560113,0.545726609,0.571264752,0.563959195,0.639797781,0.945026657
7.94e-25,0.886637848,130.0549841,0.917827364,0.142299732,0.052869174,0.995901508,0.082702139,0.024764195,0.431243639,0.260630342,0.673526336,0.709024046,0.827184339,0.553221203,0.518185272,0.421942529
7.94e-25,0.886637848,130.0549841,0.917827364,0.03016834,0.02818018,0.777711699,0.681908944,0.691048372,0.281318626,0.369898049,0.751768999,0.380791731,0.751144633,0.136883021,0.458082953,0.796050287
7.94e-25,0.886637848,130.0549841,0.917827364,0.908549896,0.982750195,0.945590741,0.219331162,0.128796827,0.744596537,0.570172718,0.840894993,0.21380229,0.232276901,0.757464562,0.371482869,0.455107988
1.7e-24,0.898605347,131.1201895,0.835494255,0.249252917,0.099377603,0.468015094,0.633041727,0.116798378,0.13090706,0.569778734,0.442317378,0.130078278,0.302812201,0.647584777,0.393914536,0.324456536
1.7e-24,0.898605347,131.1201895,0.835494255,0.267859284,0.885068918,0.506050688,0.704626078,0.99806273,0.907301281,0.243093671,0.868467984,0.35698522,0.057691664,0.895550567,0.121250251,0.566094364
5.77e-23,0.586895853,540.8315503,0.196221528,0.980831437,0.93069211,0.116060757,0.022348351,0.575509203,0.230992474,0.870742032,0.770054873,0.688254694,0.868634439,0.665581921,0.115895376,0.862622323
1.7e-24,0.898605347,131.1201895,0.835494255,0.751122397,0.937246191,0.439751561,0.408896544,0.73136445,0.113282365,0.981030902,0.55513825,0.957227413,0.234397305,0.513439236,0.55803371,0.353121847
1.7e-24,0.898605347,131.1201895,0.835494255,0.703351841,0.009985684,0.039620879,0.990949945,0.013046834,0.899098668,0.658657935,0.069770657,0.99754584,0.911643444,0.797020086,0.805998903,0.891223371
1.7e-24,0.898605347,131.1201895,0.835494255,0.236324942,0.479953584,0.126896064,0.277498013,0.56815381,0.02446824,0.500181767,0.10217113,0.633169411,0.771981765,0.706503361,0.399919835,0.044322552
7.94e-25,0.886637848,130.0549841,0.917827364,0.208957699,0.163342881,0.830639556,0.080709648,0.898353745,0.9390182,0.304570169,0.611990807,0.716312655,0.977218893,0.927663992,0.552844717,0.702437951
4.4e-23,0.569605706,476.6489228,0.216887371,0.464924379,0.420920024,0.473994055,0.773418168,0.332926857,0.064132298,0.312405244,0.512631701,0.802255632,0.75132812,0.462520056,0.221128757,0.512941263
1.7e-24,0.898605347,131.1201895,0.835494255,0.99017351,0.218520058,0.717137213,0.187153204,0.528008689,0.808168813,0.647977816,0.40436634,0.923926294,0.282024716,0.554957505,0.302177727,0.224570858
1.7e-24,0.898605347,131.1201895,0.835494255,0.629293293,0.689207875,0.842150724,0.282608093,0.209749266,0.1285771,0.814404675,0.629941185,0.832312264,0.309716728,0.252535528,0.925051593,0.671037694
7.94e-25,0.886637848,130.0549841,0.917827364,0.565642897,0.925503704,0.036157968,0.987916692,0.361692019,0.816982452,0.832856372,0.876579535,0.87623785,0.153665592,0.278918993,0.235243539,0.66420475
7.94e-25,0.886637848,130.0549841,0.917827364,0.575792982,0.758629795,0.299185476,0.472005536,0.976296095,0.464876129,0.678467106,0.220363894,0.583708538,0.551082597,0.818093612,0.048835151,0.588244254
7.94e-25,0.886637848,130.0549841,0.917827364,0.221426563,0.735915102,0.11244703,0.480764841,0.948238757,0.897308833,0.704355754,0.988859285,0.73937104,0.916846468,0.574328065,0.173086177,0.974612635
6.19e-24,0.674245354,154.5159073,0.331779288,0.565642897,0.925503704,0.03615797,0.987916692,0.361692019,0.816982452,0.832856343,0.876579534,0.87623785,0.153665592,0.278918993,0.235243539,0.66420475
7.94e-25,0.886637848,130.0549841,0.917827364,0.99017351,0.218520058,0.717026232,0.187153204,0.528008689,0.808168813,0.647977832,0.40436634,0.923926294,0.282024716,0.554957504,0.302177727,0.224570858
1.7e-24,0.898605347,131.1201895,0.835494255,0.936377768,0.115144135,0.406140112,0.61850443,0.432710939,0.391305193,0.530628194,0.345231037,0.068923774,0.928292749,0.667306045,0.290571605,0.07813291
6.19e-24,0.674245354,154.5159073,0.331779288,0.006827796,0.446871945,0.307008328,0.856189892,0.439532189,0.09510788,0.52093143,0.298873074,0.947976663,0.264633087,0.511982611,0.472192807,0.695528112
1.7e-24,0.898605347,131.1201895,0.835494255,0.382990591,0.111212811,0.627022842,0.741295722,0.568642831,0.276408517,0.188803707,0.23743002,0.138321406,0.120381097,0.591569548,0.581701498,0.150561903
7.94e-25,0.886637848,130.0549841,0.917827364,0.68950365,0.346557929,0.012864192,0.222969359,0.208803751,0.938904083,0.846732674,0.405647853,0.540944121,0.074104952,0.359766801,0.001542322,0.661860916
1.7e-24,0.898605347,131.1201895,0.835494255,0.952889608,0.252751518,0.909119165,0.46112779,0.763550528,0.299607969,0.994359709,0.128434154,0.283779879,0.949692152,0.341472576,0.24103649,0.307983401
7.94e-25,0.886637848,130.0549841,0.917827364,0.924085514,0.528818447,0.26831409,0.509970961,0.978746072,0.270309317,0.837908123,0.719509612,0.913647251,0.100918852,0.591687104,0.846187056,0.43919954
7.94e-25,0.886637848,130.0549841,0.917827364,0.987339919,0.918821702,0.057248335,0.007174633,0.832892516,0.16209799,0.888862549,0.922172388,0.573168192,0.777528232,0.522325846,0.118647896,0.024890056
1.7e-24,0.898605347,131.1201895,0.835494255,0.642658852,0.088514821,0.543239962,0.677097038,0.47966121,0.722094325,0.033745279,0.136375107,0.05805751,0.384241199,0.478730131,0.809387596,0.495400875
6.19e-24,0.674245354,154.5159073,0.331779288,0.249252917,0.099377604,0.468015303,0.633041727,0.116798378,0.13090706,0.569778726,0.442317378,0.130078278,0.302812201,0.647584777,0.393914536,0.324456536
6.19e-24,0.674245354,154.5159073,0.331779288,0.08222148,0.735965057,0.023036475,0.877105831,0.855098843,0.71962281,0.849349396,0.628027524,0.890547778,0.787197848,0.536733162,0.339853855,0.599868391
7.94e-25,0.886637848,130.0549841,0.917827364,0.998128193,0.170920296,0.953144244,0.048646551,0.543885004,0.14755289,0.652593039,0.977018234,0.828249845,0.289751023,0.399511856,0.162048691,0.098969924
1.7e-24,0.898605347,131.1201895,0.835494255,0.921424879,0.925988765,0.058620265,0.418477635,0.631134295,0.241166158,0.454615177,0.527237522,0.994403045,0.961290517,0.323395002,0.355928088,0.064562563
7.94e-25,0.886637848,130.0549841,0.917827364,0.993042148,0.798600229,0.724827455,0.566527124,0.883893995,0.796324032,0.491785183,0.690054273,0.072746453,0.515370368,0.009181809,0.023582425,0.487797425
1.7e-24,0.898605347,131.1201895,0.835494255,0.859787392,0.76984784,0.390194936,0.36422933,0.979937125,0.892543987,0.740762578,0.304925517,0.753471712,0.624774001,0.424973013,0.539945298,0.904785394
1.7e-24,0.898605347,131.1201895,0.835494255,0.9493308,0.157061068,0.399330704,0.808637429,0.040456986,0.040399607,0.952489365,0.035540763,0.142531302,0.601390447,0.22284519,0.394659276,0.271537668
1.7e-24,0.898605347,131.1201895,0.835494255,0.699535657,0.326539922,0.18823749,0.234640078,0.148561774,0.137495377,0.510170411,0.686713649,0.143729821,0.426783717,0.298896984,0.722142481,0.449384511
9.91e-23,0.566747316,535.2956698,0.184019478,0.980831437,0.93069211,0.116060762,0.022348351,0.575509203,0.230992474,0.870742034,0.770054872,0.688254694,0.868634439,0.665581921,0.115895376,0.862622323
1.7e-24,0.898605347,131.1201895,0.835494255,0.330266601,0.819946616,0.171527377,0.232279744,0.679500133,0.466002052,0.018874239,0.950143631,0.84170934,0.370980154,0.380971422,0.406228313,0.109698576
1.7e-24,0.898605347,131.1201895,0.835494255,0.87642549,0.684711215,0.676273196,0.580245757,0.568350911,0.013791142,0.49803917,0.765918731,0.997879843,0.789480185,0.327481972,0.199921504,0.58204536
8.18e-24,0.445421964,228.4909627,0.278383448,0.03016834,0.02818018,0.777684683,0.681908944,0.691048372,0.281318626,0.36989805,0.751769,0.380791731,0.751144633,0.136883021,0.458082953,0.796050287
2.25e-24,0.673232482,192.73754,0.398161301,0.843111718,0.984475402,0.125690695,0.999053302,0.323766424,0.183637847,0.392934881,0.621577207,0.570108065,0.82936904,0.476945349,0.735173698,0.559964776
1.7e-24,0.898605347,131.1201895,0.835494255,0.395388424,0.21409254,0.811860353,0.959711531,0.029505522,0.437689576,0.76698967,0.73777448,0.293334303,0.764894705,0.578754083,0.487247859,0.656534891
6.19e-24,0.674245354,154.5159073,0.331779288,0.24033991,0.112512696,0.858430216,0.187182913,0.49390007,0.700159504,0.451364258,0.700611803,0.0859535,0.374392,0.396714037,0.973078448,0.694995528
7.94e-25,0.886637848,130.0549841,0.917827364,0.937028244,0.914069636,0.267789209,0.676650615,0.000136101,0.156867852,0.636267925,0.485128092,0.806235416,0.048430407,0.221224595,0.805429846,0.952161346
1.13e-22,0.562470002,434.9604729,0.219347189,0.464924379,0.420920024,0.473994108,0.773418168,0.332926857,0.064132298,0.312405246,0.512631701,0.802255632,0.75132812,0.462520056,0.221128757,0.512941263
7.94e-25,0.886637848,130.0549841,0.917827364,0.699535657,0.326539922,0.188237453,0.234640078,0.148561774,0.137495377,0.510170417,0.686713649,0.143729821,0.426783717,0.298896984,0.722142481,0.449384511
7.94e-25,0.886637848,130.0549841,0.917827364,0.080518015,0.416601186,0.836725182,0.311841634,0.393527192,0.825773452,0.254370673,0.602146469,0.02279411,0.414682795,0.34144713,0.7258384,0.135044348
9.08e-23,0.562126348,492.5631516,0.19055248,0.565642897,0.925503704,0.03615797,0.987916692,0.361692019,0.816982452,0.832856345,0.876579535,0.87623785,0.153665592,0.278918993,0.235243539,0.66420475
1.13e-22,0.579390992,498.3899372,0.161445099,0.236324942,0.479953584,0.126896097,0.277498013,0.56815381,0.02446824,0.500181764,0.10217113,0.633169411,0.771981765,0.706503361,0.399919835,0.044322552
1.7e-24,0.898605347,131.1201895,0.835494255,0.979424334,0.143284497,0.617435455,0.878899665,0.217530281,0.529777122,0.203725608,0.237361781,0.049604819,0.117911799,0.494286678,0.729765911,0.511887403
6.19e-24,0.674245354,154.5159073,0.331779288,0.924085514,0.528818447,0.268314235,0.509970962,0.978746072,0.270309317,0.837908165,0.719509612,0.913647251,0.100918852,0.591687104,0.846187056,0.43919954
7.94e-25,0.886637848,130.0549841,0.917827364,0.236324942,0.479953584,0.126896141,0.277498013,0.56815381,0.024468241,0.500181774,0.10217113,0.633169411,0.771981765,0.706503361,0.399919834,0.044322552
7.94e-25,0.886637848,130.0549841,0.917827364,0.9493308,0.157061068,0.399330957,0.808637429,0.040456986,0.040399607,0.952489335,0.035540763,0.142531302,0.601390447,0.22284519,0.394659276,0.271537668
7.94e-25,0.886637848,130.0549841,0.917827364,0.458544456,0.620596267,0.858745583,0.773361795,0.832888811,0.788351889,0.201766705,0.619000812,0.067110615,0.777430488,0.331935752,0.299944798,0.235029715
2.25e-24,0.673232482,192.73754,0.398161301,0.987339919,0.918821702,0.057248343,0.007174633,0.832892516,0.16209799,0.888862595,0.922172387,0.573168192,0.777528232,0.522325846,0.118647896,0.024890056
7.94e-25,0.886637848,130.0549841,0.917827364,0.578498195,0.907850322,0.688615562,0.452288575,0.472682947,0.895278839,0.232890438,0.237654061,0.897777844,0.289253475,0.361107307,0.244638821,0.082499755
9.91e-23,0.566747316,535.2956698,0.184019478,0.565642897,0.925503704,0.03615797,0.987916692,0.361692019,0.816982452,0.832856346,0.876579535,0.87623785,0.153665592,0.278918993,0.235243539,0.66420475
1.7e-24,0.898605347,131.1201895,0.835494255,0.13003032,0.420479009,0.556317692,0.778400061,0.234232296,0.026397427,0.795263867,0.595029801,0.478526157,0.678715417,0.259440596,0.319168104,0.264296966
